drug_name,active_ingredient,category,is_pediatric,is_chronic,form
TERUVIA 150 MG İNFüZYONLUK ÇöZELTI HAZıRLAMADA KULLANıLACAK KONSANTRE IçIN TOZ,TRASTUZUMAB,Onkoloji,False,True,Diğer
PAROKAN 10 MG/ML İNFüZYONLUK ÇöZELTI,PARASETAMOL,Ağrı Kesici,False,False,Diğer
GERALGİNE PLUS 300 MG /30 MG TABLET,"PARASETAMOL,  KODEIN FOSFAT",Ağrı Kesici,False,False,Tablet
GERALGINE-K 500 MG/30 MG/10 MG TABLET,"PARASETAMOL, KAFEIN, KODEIN FOSFAT",Ağrı Kesici,False,False,Tablet
GERALGİNE-P 500 MG/30 MG TABLET,"PARASETAMOL, KAFEİN",Ağrı Kesici,False,False,Tablet
LEVONAT 500 MG FİLM KAPLI TABLET,LEVOFLOKSASİN HEMİHİDRAT,Antibiyotik,False,False,Tablet
"BREZİVA 137 MCG/50 MCG BURUN SPREYİ, SÜSPANSİYON","AZELASTİN HİDROKLORÜR,FLUTİKAZON PROPİYONAT",Solunum,True,True,Şurup/Süspansiyon/Damla
PAROL-K 500 MG/10MG TABLET,PARASETAMOL / KODEİN FOSFAT HEMİHİDRAT,Ağrı Kesici,False,False,Tablet
DAPGEON PLUS XR 5 MG/1000 MG FILM KAPLı  TABLET,"DAPAGLİFLOZİN, METFORMİN HİDROKLORÜR",Diyabet,False,True,Tablet
DAPGEON PLUS XR 10 MG/500 MG FILM KAPLı  TABLET,"DAPAGLİFLOZİN, METFORMİN HİDROKLORÜR",Diyabet,False,True,Tablet
DAPGEON PLUS XR 10 MG/1000 MG FILM KAPLı  TABLET,"DAPAGLİFLOZİN, METFORMİN HİDROKLORÜR",Diyabet,False,True,Tablet
ROTAZAR PLUS 150MG/12.5MG FILM KAPLI TABLET,İRBESARTAN + HİDROKLOROTİYAZİD,Kalp/Tansiyon,False,True,Tablet
ROTAZAR PLUS 300 MG/12.5 MG FİLM KAPLI TABLET,İRBESARTAN + HİDROKLOROTİYAZİD,Kalp/Tansiyon,False,True,Tablet
ROTAZAR PLUS 300MG/25MG FILM KAPLI TABLET,İRBESARTAN + HİDROKLOROTİYAZİD,Kalp/Tansiyon,False,True,Tablet
PARTEMOL 1 G/ 100 ML INFüZYON IçIN çöZELTI IçEREN FLAKON,PARASETAMOL,Ağrı Kesici,False,False,Enjeksiyon/Flakon
LEVMONT 2.5/4 MG ÇİĞNEME TABLETİ,"LEVOSETRİZİN, MONTELUKAST",Solunum,False,True,Tablet
EMPAVERA MET 5 MG/1000 MG FİLM KAPLI TABLET,"EMPAGLİFLOZİN,METFORMİN HİDROKLORÜR",Diyabet,False,True,Tablet
"EMPAVERA MET 12,5 MG/1000 MG FİLM KAPLI TABLET","EMPAGLİFLOZİN, METFORMİN HİDROKLORÜR",Diyabet,False,True,Tablet
DAPGEON PLUS XR 5 MG/500 MG FILM KAPLı  TABLET,"DAPAGLİFLOZİN, METFORMİN HİDROKLORÜR",Diyabet,False,True,Tablet
"OLMECOMB PLUS 20 MG/5 MG/12,5 MG FILM KAPLI TABLET","OLMESARTAN MEDOKSOMİL, AMLODİPİN BESİLAT, HİDROKLOROTİYAZİD",Kalp/Tansiyon,False,True,Tablet
"OLMECOMB PLUS 40 MG /5 MG/12,5 MG FILM KAPLI TABLET","OLMESARTAN MEDOKSOMİL, AMLODİPİN BESİLAT, HİDROKLOROTİYAZİD",Kalp/Tansiyon,False,True,Tablet
"OLMECOMB PLUS 40 MG /10 MG/12,5 MG FILM KAPLI TABLET","OLMESARTAN MEDOKSOMİL, AMLODİPİN BESİLAT, HİDROKLOROTİYAZİD",Kalp/Tansiyon,False,True,Tablet
OLMECOMB PLUS 40 MG/5 MG/25 MG FILM KAPLI TABLET,"OLMESARTAN MEDOKSOMİL, AMLODİPİN BESİLAT, HİDROKLOROTİYAZİD",Kalp/Tansiyon,False,True,Tablet
OLMECOMB PLUS 40 MG/10 MG/25 MG FILM KAPLI TABLET,"OLMESARTAN MEDOKSOMİL, AMLODİPİN BESİLAT, HİDROKLOROTİYAZİD",Kalp/Tansiyon,False,True,Tablet
AIRFIX 4 MG GRANÜL İÇEREN SAŞE,MONTELUKAST SODYUM,Solunum,False,True,Diğer
GASTROFAM 20 MG FILM KAPLI TABLET,FAMOTİDİN,Mide,False,False,Tablet
GASTROFAM 40 MG FİLM KAPLI TABLET,FAMOTİDİN,Mide,False,False,Tablet
ALMETİK 60 MG/300 MG YUMUŞAK KAPSÜL,"ALVERİN SİTRAT, SİMETİKON",Mide,False,False,Kapsül
"XYLODEX %0,1 + %5 BURUN SPREYİ, ÇÖZELTİ","KSİLOMETAZOLİN HİDROKLORÜR, DEKSPANTENOL",Nazal Dekonjestan,False,False,Enjeksiyon/Flakon
"XYLODEX PEDİATRİK %0,05 + %5 BURUN SPREYİ, ÇÖZELTİ","KSİLOMETAZOLİN HİDROKLORÜR, DEKSPANTENOL",Nazal Dekonjestan,True,False,Enjeksiyon/Flakon
SELOFEN 800 MG/8 ML I.V. İNFÜZYONLUK ÇÖZELTİ,İBUPROFEN,Ağrı Kesici,False,False,Enjeksiyon/Flakon
PANTHEC 40 MG ENTERİK KAPLI TABLET,PANTOPRAZOL,Mide,False,False,Tablet
PANTHEC 20 MG ENTERİK KAPLI TABLET,PANTOPRAZOL,Mide,False,False,Tablet
SALTİF 9 MCG/ 50 MCG/100 MCG İNHALASYON İÇİN TOZ İÇEREN BLİSTER,TİOTROPİUM BROMÜR/SALMETEROL KSİNAFOAT/FLUTİKAZON PROPİYONAT,Solunum,False,True,İnhaler/Nebül
SALTİF 9 MCG/50 MCG /250 MCG İNHALASYON İÇİN TOZ İÇEREN BLİSTER,TİOTROPİUM BROMÜR/SALMETEROL KSİNAFOAT/FLUTİKAZON PROPİYONAT,Solunum,False,True,İnhaler/Nebül
SALTİF 9 MCG /50 MCG /500 MCG İNHALASYON İÇİN TOZ İÇEREN BLİSTER,TİOTROPİUM BROMÜR/SALMETEROL KSİNAFOAT/FLUTİKAZON PROPİYONAT,Solunum,False,True,İnhaler/Nebül
TANSİFA 16 MG/5 MG TABLET,KANDESARTAN SİLEKSETİL/AMLODİPİN BESİLAT,Kalp/Tansiyon,False,True,Tablet
TANSİFA 16 MG/10 MG TABLET,KANDESARTAN SİLEKSETİL/AMLODİPİN BESİLAT,Kalp/Tansiyon,False,True,Tablet
TANSİFA 32 MG/5 MG TABLET,KANDESARTAN SİLEKSETİL/AMLODİPİN BESİLAT,Kalp/Tansiyon,False,True,Tablet
TANSİFA 32 MG/10 MG TABLET,KANDESARTAN SİLEKSETİL/AMLODİPİN BESİLAT,Kalp/Tansiyon,False,True,Tablet
ATEROZ 20 MG FİLM TABLET,ATORVASTATİN KALSİYUM,Kolesterol,False,True,Tablet
"PROFENID % 2,5 JEL",KETOPROFEN,Ağrı Kesici,False,False,Topikal (Krem/Jel)
JASITA MET 50 MG/500 MG FILM KAPLı TABLET,"SİTAGLİPTİN HİDROKLORÜR MONOHİDRAT, METFORMİN HİDROKLORÜR",Diyabet,False,True,Tablet
JASITA MET 50 MG/850 MG FILM KAPLı TABLET,"SİTAGLİPTİN HİDROKLORÜR MONOHİDRAT, METFORMİN HİDROKLORÜR",Diyabet,False,True,Tablet
JASITA MET 50 MG/1000 MG FILM KAPLı TABLET,"SİTAGLİPTİN HİDROKLORÜR MONOHİDRAT, METFORMİN HİDROKLORÜR",Diyabet,False,True,Tablet
PAROL HOT PEDIATRIK 250 MG/30 MG/2 MG TEK KULLANıMLıK TOZ İÇEREN POŞET,"PARASETAMOL, PSöDOEFEDRIN HIDROKLORüR, KLORFENIRAMIN MALEAT",Ağrı Kesici,False,False,Diğer
BRAVEX LIQUI-GELS 200 MG YUMUŞAK KAPSÜL,İBUPROFEN,Ağrı Kesici,False,False,Kapsül
PAROL HOT 500 MG/60 MG/4 MG TEK KULLANIMLIK TOZ İÇEREN POŞET,PARASETAMOL - PSöDOEFEDRIN HCL - KLORFENIRAMIN MALEAT,Ağrı Kesici,False,False,Diğer
Bİ-PROFENİD 100 MG UZATILMIŞ SALIMLI ÇENTİKLİ TABLET,KETOPROFEN,Ağrı Kesici,False,False,Tablet
XSAR  PLUS  160  MG/25  MG  FILM  TABLET,"VALSARTAN, HİDROKLOROTİYAZİD",Kalp/Tansiyon,False,True,Tablet
XSAR PLUS 160 MG/12.5 MG FILM  TABLET,"VALSARTAN, HİDROKLOROTİYAZİD",Kalp/Tansiyon,False,True,Tablet
ARVELES 50 MG/2 ML IM/IV ENJEKSİYONLUK ÇÖZELTİ,DEKSKETOPROFEN TROMETAMOL,Ağrı Kesici,False,False,Enjeksiyon/Flakon
AIRMOL 4MG SAŞE,MONTELUKAST SODYUM,Solunum,False,True,Diğer
PROFENİD 1 MG/ML PEDIYATRIK ŞURUP,KETOPROFEN,Ağrı Kesici,True,False,Şurup/Süspansiyon/Damla
PERAM 8 MG/ 10 MG TABLET,"PERİNDOPRİL TERT BUTİLAMİN, AMLODİPİN",Kalp/Tansiyon,False,True,Tablet
ATEROZ 40 MG FİLM TABLET,ATORVASTATİN KALSİYUM,Kolesterol,False,True,Tablet
ATEROZ 10 MG FİLM TABLET,ATORVASTATİN KALSİYUM,Kolesterol,False,True,Tablet
ALTİZEM SR 120 MG MİKROPELLET KAPSÜL,DİLTİAZEM HİDROKLORÜR,Kalp/Tansiyon,False,True,Kapsül
PAROL PLUS 250 MG/ 150  MG/ 50 MG TABLET,"PARASETAMOL, PROPIFENAZON, KAFEIN",Ağrı Kesici,False,False,Tablet
TYLOL 120 MG/5 ML PEDİATRİK SÜSPANSİYON,PARASETAMOL,Ağrı Kesici,True,False,Şurup/Süspansiyon/Damla
ARVELES 25 MG FİLM KAPLI TABLET (ÜRETİM YERİ: HUMANİS),DEKSKETOPROFEN TROMETAMOL,Ağrı Kesici,False,False,Tablet
ARVELES 25 MG FİLM KAPLI TABLET (ÜRETİM YERİ: MENARİNİ),DEKSKETOPROFEN TROMETAMOL,Ağrı Kesici,False,False,Tablet
"PRALAS 2,5 MG+0,5 MG/ 2,5 ML NEBüLIZASYON ÇöZELTISI",SALBUTAMOL SÜLFAT-İPATROPİUM BROMÜR MONOHİDRAT,Solunum-PRN,False,False,İnhaler/Nebül
XİGDUO XR 10 MG/1000 MG FİLM KAPLI TABLET,"DAPAGLİFLOSİN, METFORMİN",Diyabet,False,True,Tablet
XİGDUO XR 5 MG/1000 MG FİLM KAPLI TABLET,"DAPAGLİFLOSİN, METFORMİN",Diyabet,False,True,Tablet
JANUMET 50/1000 MG FILM KAPLI TABLET (ÜRETIM YERI: BİLİM İLAÇ SAN. VE TİC. A.Ş.),"SİTAGLİPTİN, METFORMİN HİDROKLORÜR",Diyabet,False,True,Tablet
DEXOFEN 25 MG FILM KAPLI TABLET,DEKSKETOPROFEN TROMETAMOL,Ağrı Kesici,False,False,Tablet
EXCALİBA PLUS 40 MG/10 MG/25 MG FİLM KAPLI TABLET,"OLMESARTAN MEDOKSOMİL, AMLODİPİN BESİLAT, HİDROKLOROTİYAZİD",Kalp/Tansiyon,False,True,Tablet
"FORNIT COMBI 12 MCG/400 MCG İNHALASYON TOZU, SERT  KAPSüL",FORMOTEROL FUMARAT,Solunum,False,True,Kapsül
AIRFIX 5MG ÇIĞNEME TABLETI,MONTELUKAST SODYUM,Solunum,False,True,Tablet
AIRFIX 4MG ÇIĞNEME TABLETI,MONTELUKAST SODYUM,Solunum,False,True,Tablet
VELORES 25 MG FİLM KAPLI TABLET,DEKSKETOPROFEN TROMETAMOL,Ağrı Kesici,False,False,Tablet
CORSAL 120 MG + 5 MG + 2MG/5ML ŞURUP,FENİLEFRİN HİDROKLORÜR-KLORFENİRAMİN MALEAT-PARASETAMOL,Ağrı Kesici,True,False,Şurup/Süspansiyon/Damla
NAPRAX %10 JEL,NAPROKSEN,Ağrı Kesici,False,False,Topikal (Krem/Jel)
PROSEK 20 MG ENTERİK KAPLI MİKROPELLET İÇEREN KAPSÜL,OMEPRAZOL,Mide,False,False,Kapsül
"ONCEFT 0,5 G IV ENJEKSIYONLUK ÇöZELTI  HAZıRLAMAK  İçIN  TOZ  VE  ÇöZüCü",SEFTRİAKSON SODYUM,Antibiyotik,False,False,Enjeksiyon/Flakon
FRADINE 97 MG/103 MG FILM KAPLı TABLET,"SAKUBITRIL SODYUM, VALSARTAN DISODYUM",Kalp/Tansiyon,False,True,Tablet
ONCEFT 1 G IM ENJEKSIYONLUK ÇöZELTI  HAZıRLAMAK  İçIN  TOZ  VE  ÇöZüCü,SEFTRİAKSON SODYUM,Antibiyotik,False,False,Enjeksiyon/Flakon
"ONCEFT 0,5 G IM ENJEKSIYONLUK ÇöZELTI  HAZıRLAMAK  İçIN  TOZ  VE  ÇöZüCü",SEFTRİAKSON SODYUM,Antibiyotik,False,False,Enjeksiyon/Flakon
BEFRON 100 MG/5ML SÜSPANSIYON,İBUPROFEN,Ağrı Kesici,True,False,Diğer
NOTTA 5 MG ÇİĞNEME TABLETİ,MONTELUKAST SODYUM,Solunum,False,True,Tablet
ROSACT 5 MG FİLM KAPLI TABLET,ROSUVASTATİN KALSİYUM,Kolesterol,False,True,Tablet
PRALAS 100 MCG/ 20 MCG İNHALASYON İÇİN ÇÖZELTİ İÇEREN ÖLÇÜLÜ DOZLU AEROSOL,SALBUTAMOL + İPRATROPİUM BROMÜR,Solunum,False,True,İnhaler/Nebül
EXCALİBA PLUS 40 MG/5 MG/25 MG FİLM KAPLI TABLET,"OLMESARTAN MEDOKSOMİL, AMLODİPİN BESİLAT, HİDROKLOROTİYAZİD",Kalp/Tansiyon,False,True,Tablet
"EXCALİBA PLUS 40 MG/5 MG/12,5 MG FİLM KAPLI TABLET","OLMESARTAN MEDOKSOMİL, AMLODİPİN BESİLAT, HİDROKLOROTİYAZİD",Kalp/Tansiyon,False,True,Tablet
"EXCALİBA PLUS 20 MG/5 MG/12,5 MG FİLM KAPLI TABLET","OLMESARTAN MEDOKSOMİL, AMLODİPİN BESİLAT, HİDROKLOROTİYAZİD",Kalp/Tansiyon,False,True,Tablet
TIO-DEKSOLEX 25 MG/8 MG FILM KAPLı TABLET,"DEKSKETOPROFEN TROMETAMOL, TIYOKOLşIKOSI",Ağrı Kesici,False,False,Tablet
ROSACT 10 MG FİLM KAPLI TABLET,ROSUVASTATİN KALSİYUM,Kolesterol,False,True,Tablet
ROSACT 20 MG FİLM KAPLI TABLET,ROSUVASTATİN KALSİYUM,Kolesterol,False,True,Tablet
ROSACT 40 MG FİLM KAPLI TABLET,ROSUVASTATİN KALSİYUM,Kolesterol,False,True,Tablet
RUDİSTA 85 MG/500 MG FİLM KAPLI TABLET,"SUMATRİPTAN, NAPROKSEN SODYUM",Ağrı Kesici,False,False,Tablet
"REDULAN 27,5 MCG BURUN SPREYİ, SÜSPANSİYON",FLUTİKAZON FUROAT,Solunum,True,True,Şurup/Süspansiyon/Damla
CATAFLAM 50 MG KAPLI TABLET,DİKLOFENAK POTASYUM,Ağrı Kesici,False,False,Tablet
"EXCALİBA PLUS 40 MG/10 MG/12,5 MG FİLM KAPLI TABLET","OLMESARTAN MEDOKSOMİL, AMLODİPİN BESİLAT, HİDROKLOROTİYAZİD",Kalp/Tansiyon,False,True,Tablet
EXTROME 50MG/2ML IM/IV ENJEKSİYONLUK ÇÖZELTİ,DEKSKETOPROFEN TROMETAMOL,Ağrı Kesici,False,False,Enjeksiyon/Flakon
DEXTROME  50  MG/2  ML  IM/IV  ENJEKSIYONLUK  ÇöZELTI,DEKSKETOPROFEN TROMETAMOL,Ağrı Kesici,False,False,Enjeksiyon/Flakon
DEXTROME  50  MG/2  ML  IM/IV  ENJEKSIYONLUK ÇöZELTI,DEKSKETOPROFEN TROMETAMOL,Ağrı Kesici,False,False,Enjeksiyon/Flakon
DEXTROME 50MG/2ML IM/IV ENJEKSİYONLUK ÇÖZELTİ İ,DEKSKETOPROFEN TROMETAMOL,Ağrı Kesici,False,False,Enjeksiyon/Flakon
DEXTROME 50MG/2ML IM/IV ENJEKSİYONLUK ÇÖZELTİ,DEKSKETOPROFEN TROMETAMOL,Ağrı Kesici,False,False,Enjeksiyon/Flakon
FORFLU FORT 400 MG/30 MG FILM KAPLı TABLET,"İBUPROFEN, PSöDOEFEDRIN HIDROKLORüR",Ağrı Kesici,False,False,Tablet
"BREZTRİ AEROSPHERE 5 MCG/9 MCG/160 MCG BASINÇLI İNHALASYON, SÜSPANSİYON","FORMETEROL FUMARAT DİHİDRAT, GLİKOPİRONYUM BROMÜR, BUDESONİD",Solunum,True,True,Şurup/Süspansiyon/Damla
"REDİCLON % 0.1 GÖZ DAMLASI, ÇÖZELTİ",DİKLOFENAK SODYUM,Ağrı Kesici,False,False,Şurup/Süspansiyon/Damla
DAPAVEL PLUS 5 MG/1000 MG FILM KAPLı TABLET,"DAPAGLİFLOZİN, METFORMİN HİDROKLORÜR",Diyabet,False,True,Tablet
LEBEL 750 MG FİLM KAPLI TABLET,LEVOFLOKSASİN HEMİHİDRAT,Antibiyotik,False,False,Tablet
NOTTA 4 MG PEDİYATRİK ORAL GRANÜL,MONTELUKAST SODYUM,Solunum,False,True,Diğer
ESSIUM 40 MG I.V. ENJEKSIYONLUK/İNFüZYONLUK ÇöZELTI HAZıRLAMAK IçIN TOZ,ESOMEPRAZOL SODYUM,Mide,False,False,Enjeksiyon/Flakon
MASECRIS 40 MG I.V. ENJEKSİYONLUK/İNFÜZYONLUK ÇÖZELTİ HAZIRLAMAK İÇİN TOZ,ESOMEPRAZOL SODYUM,Mide,False,False,Enjeksiyon/Flakon
SARVASTAN FORT 100/25 MG FİLM TABLET,LOSARTAN POTASYUM / HİDROKLOROTİYAZİD,Kalp/Tansiyon,False,True,Tablet
LEVEBRAIN 1000 MG FILM KAPLI TABLET,LEVETİRASETAM,Sinir Sistemi,False,True,Tablet
LEVEBRAIN 500 MG FİLM KAPLI TABLET,LEVETİRASETAM,Sinir Sistemi,False,True,Tablet
LEVEBRAIN 250 MG FİLM KAPLI TABLET,LEVETİRASETAM,Sinir Sistemi,False,True,Tablet
CLABEL 250 MG / 5 ML SÜSPANSİYON HAZIRLAMAK İÇİN KURU TOZ,KLARİTROMİSİN,Antibiyotik,True,False,Şurup/Süspansiyon/Damla
CLABEL 500 MG FİLM KAPLI TABLET,KLARİTROMİSİN,Antibiyotik,False,False,Tablet
AIRFIX 10 MG FILM KAPLI TABLET,MONTELUKAST SODYUM,Solunum,False,True,Tablet
ADVİL LİQUİ-GELS 200 MG KAPSÜL,İBUPROFEN,Ağrı Kesici,False,False,Kapsül
TYLOL 6 PLUS 250 MG/ 5 ML SÜSPANSİYON,PARASETAMOL,Ağrı Kesici,True,False,Şurup/Süspansiyon/Damla
LYPRE 300 MG KAPSÜL,PREGABALİN,Sinir Sistemi-Bağımlılık Riskli,False,True,Kapsül
LYPRE 50MG KAPSÜL,PREGABALİN,Sinir Sistemi-Bağımlılık Riskli,False,True,Kapsül
LYPRE 100 MG KAPSÜL,PREGABALİN,Sinir Sistemi-Bağımlılık Riskli,False,True,Kapsül
LYPRE 150 MG KAPSÜL,PREGABALİN,Sinir Sistemi-Bağımlılık Riskli,False,True,Kapsül
LYPRE 75 MG KAPSÜL,PREGABALİN,Sinir Sistemi-Bağımlılık Riskli,False,True,Kapsül
LYPRE 25 MG KAPSÜL,PREGABALİN,Sinir Sistemi-Bağımlılık Riskli,False,True,Kapsül
HERZUMA 150 MG  IV İNFüZYONLUK ÇöZELTI HAZıRLAMADA KULLANILACAK KONSANTRE IÇIN TOZ,TRASTUZUMAB,Onkoloji,False,True,Diğer
AKSEF 250 MG FİLM TABLET,SEFUROKSİM AKSETİL,Antibiyotik,False,False,Tablet
VONO 500 MG /20 MG DEğIşTIRILMIş SALıMLı  TABLET,"NAPROKSEN, ESOMEPRAZOL MAGNEZYUM TRIHIDRAT",Ağrı Kesici,False,False,Tablet
FORFLU PLUS 200 MG/30 MG/2 MG FILM KAPLı TABLET,"İBUPROFEN, PSöDOEFEDRIN HIDROKLORüR, KLORFENIRAMIN MALEAT",Ağrı Kesici,False,False,Tablet
ASUGAR 25 MG FILM KAPLı TABLET,SİTAGLİPTİN FOSFAT MONOHİDRAT,Diyabet,False,True,Tablet
ASUGAR 50 MG FILM KAPLı TABLET,SİTAGLİPTİN FOSFAT MONOHİDRAT,Diyabet,False,True,Tablet
ASUGAR 100 MG FILM KAPLı TABLET,SİTAGLİPTİN FOSFAT MONOHİDRAT,Diyabet,False,True,Tablet
CİTOLES 15 MG FİLM KAPLI TABLET,ESSİTALOPRAM  OKSALAT,Psikiyatri,False,True,Tablet
PERAM 8 MG/ 5 MG TABLET,"PERİNDOPRİL TERT BUTİLAMİN, AMLODİPİN",Kalp/Tansiyon,False,True,Tablet
CALPOSET 120 MG / 5 ML PEDIATRIK şURUP,PARASETAMOL,Ağrı Kesici,True,False,Şurup/Süspansiyon/Damla
DOLOREX 50 MG KAPLI TABLET,DİKLOFENAK POTASYUM,Ağrı Kesici,False,False,Tablet
RESPİRO-D 50 MCG/100 MCG İNHALASYON İÇİN TOZ İÇEREN KAPSÜL,"SALMETEROL KSİNAFOAT, FLUTİKAZON PROPİYONAT",Solunum,False,True,Kapsül
RESPİRO-D 50 MCG/250 MCG İNHALASYON İÇİN TOZ İÇEREN KAPSÜL,"SALMETEROL KSİNAFOAT, FLUTİKAZON PROPİYONAT",Solunum,False,True,Kapsül
RESPİRO-D 50 MCG/500 MCG İNHALASYON İÇİN TOZ İÇEREN KAPSÜL,"SALMETEROL KSİNAFOAT, FLUTİKAZON PROPİYONAT",Solunum,False,True,Kapsül
APRANAX FORT 550 MG FILM KAPLI TABLET,NAPROKSEN SODYUM,Ağrı Kesici,False,False,Tablet
VENTACORT 100 MCG AEROSOL İNHALER,SALBUTAMOL SÜLFAT,Solunum-PRN,False,False,İnhaler/Nebül
XSAR PLUS 80 MG/12.5 MG FİLM TABLET,"VALSARTAN, HİDROKLOROTİYAZİD",Kalp/Tansiyon,False,True,Tablet
GRİPAL 500/30 MG TABLET,"PARASETAMOL, KAFEİN",Ağrı Kesici,False,False,Tablet
"FLUREND % 0.25 ORAL SPREY, ÇÖZELTİ",FLURBİPROFEN,Ağrı Kesici,False,False,Enjeksiyon/Flakon
DERMAN 300 MG/100 MG /50 MG KAşE,"PARASETAMOL, PROPIFENAZON, KAFEIN",Ağrı Kesici,False,False,Diğer
REDAGON 25 MG ÇENTIKLI FILM TABLET,DEKSKETOPROFEN TROMETAMOL,Ağrı Kesici,False,False,Tablet
AIRMOL 10MG FILM TABLET,MONTELUKAST SODYUM,Solunum,False,True,Tablet
GRİPİN 250 MG /15 MG KAPSÜL,"PARASETAMOL, KAFEİN",Ağrı Kesici,False,False,Kapsül
AIRMOL 4MG ÇIĞNEME TABLETI,MONTELUKAST SODYUM,Solunum,False,True,Tablet
AIRMOL 5MG ÇIĞNEME TABLETI,MONTELUKAST SODYUM,Solunum,False,True,Tablet
AZRO 200 MG/5 ML ORAL SüSPANSIYON HAZıRLAMAK İçIN  KURU TOZ,AZİTROMİSİN DİHİDRAT,Antibiyotik,True,False,Diğer
SİPROBEL 500 MG FİLM TABLET,SİPROFLOKSASİN,Antibiyotik,False,False,Tablet
SİPROBEL 750 MG FİLM TABLET,SİPROFLOKSASİN,Antibiyotik,False,False,Tablet
SİPROBEL 250 MG FİLM TABLET,SİPROFLOKSASİN,Antibiyotik,False,False,Tablet
"RELEXTON 137 MCG/50 MCG BURUN SPREYI,  SüSPANSIYON","AZELASTİN HİDROKLORÜR, FLUTİKAZON PROPİYONAT",Solunum,True,True,Diğer
AZRO 500 MG FİLM KAPLI TABLET,AZİTROMİSİN DİHİDRAT,Antibiyotik,False,False,Tablet
CANDEXİL PLUS 16MG/12.5MG TABLET,"KANDESARTAN SİLEKSETİL,HİDROKLOROTİYAZİD",Kalp/Tansiyon,False,True,Tablet
GLUKOFEN 1000 MG FİLM TABLET,METFORMİN HİDROKLORÜR,Diyabet,False,True,Tablet
GLUKOFEN 850 MG FİLM TABLET,METFORMİN HİDROKLORÜR,Diyabet,False,True,Tablet
CANDEXIL 16 MG TABLET,KANDESARTAN SILEKSETIL,Kalp/Tansiyon,False,True,Tablet
CANDEXİL 8 MG TABLET,KANDESARTAN SILEKSETIL,Kalp/Tansiyon,False,True,Tablet
İBUPROFEN-PF 400 MG/4 ML I.V. İNFÜZYONLUK ÇÖZELTİ,İBUPROFEN,Ağrı Kesici,False,False,Enjeksiyon/Flakon
İBUPROFEN-PF 800 MG/8 ML I.V. İNFÜZYONLUK ÇÖZELTİ,İBUPROFEN,Ağrı Kesici,False,False,Enjeksiyon/Flakon
COLDAWAY COLD & FLU 200 MG/30 MG FILM KAPLı TABLET,"İBUPROFEN, PSÖDOEFEDRIN",Ağrı Kesici,False,False,Tablet
AMOKLAVİN    1000    MG/200    MG    I.V.  ENJEKSIYONLUK/İNFüZYONLUK    ÇöZELTI    HAZıRLAMAK    İçIN  TOZ  VE  ÇöZüCü,"AMOKSİSİLİN ,KLAVULANİK ASİT",Antibiyotik,False,False,Enjeksiyon/Flakon
"OPTAVİYA %0,3 GÖZ DAMLASI, ÇÖZELTİ",SİPROFLOKSASİN HİDROKLORÜR,Antibiyotik,False,False,Şurup/Süspansiyon/Damla
LODINE 300 MG FİLM TABLET,ETODOLAK,Ağrı Kesici,False,False,Tablet
NEOFED COLD & FLU 200 MG/30 MG FILM KAPLı TABLET,"İBUPROFEN,  PSöDOEFEDRIN HIDROKLORüR",Ağrı Kesici,False,False,Tablet
GRIPIN HOT D 500 MG/ 4 MG/ 60 MG TEK KULLANIMLIK TOZ IÇEREN POŞET,PARASETAMOL+KLORFENIRAMIN MALEAT+PSÖDOEFEDRIN HCL,Ağrı Kesici,False,False,Diğer
ASPİRİN 500 MG TABLET,ASETİLSALİSİLİK ASİT,Ağrı Kesici,False,False,Tablet
MOXİFİX 400 MG/250 ML IV İNFÜZYON ÇÖZELTİSİ İÇEREN FLAKON,MOKSİFLOKSASİN HİDROKLORÜR,Antibiyotik,False,False,Enjeksiyon/Flakon
NEPRİLEX 97 MG/103 MG FİLM KAPLI TABLET,"SAKUBİTRİL SODYUM, VALSARTAN DİSODYUM",Kalp/Tansiyon,False,True,Tablet
NEPRİLEX 49 MG/51 MG FİLM KAPLI TABLET,"SAKUBİTRİL SODYUM, VALSARTAN DİSODYUM",Kalp/Tansiyon,False,True,Tablet
VALTAN PLUS 160 MG/12.5 MG FİLM TABLET,"VALSARTAN, HİDROKLOROTİYAZİD",Kalp/Tansiyon,False,True,Tablet
VALTAN PLUS 80 MG/12.5 MG FİLM TABLET,"VALSARTAN, HİDROKLOROTİYAZİD",Kalp/Tansiyon,False,True,Tablet
VALTAN PLUS 320 MG/25 MG FİLM TABLET,VALSARTAN+HİDROKLOROTİYAZİD,Kalp/Tansiyon,False,True,Tablet
VALTAN PLUS 160 MG/25 MG FİLM TABLET,VALSARTAN+HİDROKLOROTİYAZİD,Kalp/Tansiyon,False,True,Tablet
VALTAN PLUS 320 MG/12.5 MG FİLM TABLET,VALSARTAN+HİDROKLOROTİYAZİD,Kalp/Tansiyon,False,True,Tablet
SİNORETİK 20 MG / 12.5 MG TABLET,"LİSİNOPRİL, HİDROKLOROTİYAZİD",Kalp/Tansiyon,False,True,Tablet
LYRICA 300 MG KAPSÜL,PREGABALİN,Sinir Sistemi-Bağımlılık Riskli,False,True,Kapsül
APROMED FORT 550 MG FILM KAPLı TABLET,NAPROKSEN SODYUM,Ağrı Kesici,False,False,Tablet
NEPRİLEX 24 MG/26 MG FİLM KAPLI TABLET,"SAKUBİTRİL SODYUM, VALSARTAN DİSODYUM",Kalp/Tansiyon,False,True,Tablet
